Servie_Line_ID,Customer_ID,Service_Line Activation Date,Tenure in Months,Offer,Contract,Premimum_Tech_Support
,7129-CAKJW,4/23/2022,17,Offer D,Month-to-Month,Yes
,7130-CTCUS,5/23/2022,16,None,Two Year,No
,7130-VTEWQ,1/18/2023,8,None,Month-to-Month,No
,7130-YXBRO,10/6/2019,48,Offer B,Month-to-Month,Yes
,7131-ZQZNK,10/11/2018,60,Offer B,Two Year,Yes
,7133-VBDCG,8/26/2021,25,Offer C,Month-to-Month,No
,7134-HBPBS,10/16/2017,72,Offer A,Two Year,Yes
,7134-MJPDY,4/14/2018,66,Offer A,One Year,No
,7136-IHZJA,6/2/2020,40,None,Month-to-Month,Yes
,7136-RVDTZ,12/15/2017,70,None,One Year,No
,7137-NAXML,10/25/2021,23,Offer D,One Year,No
,7137-RYLPP,8/31/2020,37,Offer C,Month-to-Month,Yes
,7138-GIRSH,8/7/2019,50,None,Two Year,Yes
,7139-JZFVG,10/11/2018,60,None,Two Year,No
,7140-ADSMJ,1/18/2023,8,Offer E,Month-to-Month,Yes
,7142-HVGBG,3/4/2020,43,Offer B,Month-to-Month,Yes
,7143-BQIBA,11/19/2022,10,Offer D,Month-to-Month,Yes
,7145-FEJWU,9/20/2022,12,None,Month-to-Month,No
,7147-AYBAA,8/31/2020,37,None,Month-to-Month,Yes
,7148-XZPHA,3/10/2019,55,None,Month-to-Month,Yes
,7153-CHRBV,1/9/2019,57,Offer B,One Year,No
,7153-OANIO,8/16/2023,1,Offer E,Month-to-Month,No
,7156-MHUGY,8/21/2022,13,None,Month-to-Month,No
,7156-MXBJE,3/4/2020,43,None,One Year,Yes
,7157-SMCFK,9/11/2018,61,Offer B,Two Year,Yes
,7159-FVYPK,6/17/2023,3,None,Month-to-Month,Yes
,7159-NOKYQ,3/15/2018,67,Offer A,Two Year,Yes
,7161-DFHUF,11/15/2017,71,None,Two Year,No
,7162-WPHPM,12/10/2018,58,None,Two Year,Yes
,7163-OCEQI,11/24/2021,22,None,One Year,Yes
,7164-BPTUT,1/9/2019,57,Offer B,Two Year,No
,7167-PCEYD,3/15/2018,67,None,Two Year,No
,7168-HDQHG,9/30/2020,36,Offer C,Month-to-Month,Yes
,7169-YWAMK,10/16/2017,72,None,Two Year,Yes
,7173-TETGO,10/16/2017,72,Offer A,Two Year,No
,7175-NTIXE,8/26/2021,25,None,Month-to-Month,Yes
,7176-WIONM,9/20/2022,12,Offer D,Month-to-Month,Yes
,7176-WRTNX,12/15/2017,70,Offer A,Two Year,Yes
,7180-PISOG,8/16/2023,1,None,Month-to-Month,Yes
,7181-BQYBV,8/16/2023,1,None,Month-to-Month,Yes
,7181-OQCUT,12/24/2021,21,Offer D,Month-to-Month,No
,7182-OVLBJ,8/12/2018,62,None,Two Year,No
,7184-LRUUR,11/24/2021,22,None,One Year,No
,7188-CBBBA,5/14/2018,65,None,One Year,Yes
,7190-XHTWJ,8/1/2020,38,None,One Year,No
,7191-ADRGF,2/3/2020,44,None,Two Year,No
,7196-LIWRH,3/19/2023,6,Offer E,Two Year,Yes
,7197-VOJMM,3/15/2018,67,None,Two Year,Yes
,7198-GLXTC,7/17/2023,2,None,Month-to-Month,No
,7203-OYKCT,10/16/2017,72,None,One Year,Yes
,7205-BAIAD,6/2/2020,40,None,Two Year,Yes
,7206-GZCDC,8/16/2023,1,Offer E,Month-to-Month,No
,7206-PQBBZ,10/20/2022,11,Offer D,Two Year,No
,7207-RMRDB,5/14/2018,65,None,Month-to-Month,Yes
,7208-PSIHR,12/15/2017,70,None,Two Year,Yes
,7209-JCUDS,11/19/2022,10,Offer D,Month-to-Month,No
,7216-EWTRS,8/16/2023,1,None,Month-to-Month,Yes
,7216-KAOID,5/3/2020,41,Offer B,One Year,Yes
,7217-JYHOQ,9/25/2021,24,None,Month-to-Month,Yes
,7218-HKQFK,7/17/2023,2,None,Month-to-Month,Yes
,7219-TLZHO,5/18/2023,4,None,Month-to-Month,No
,7225-CBZPL,4/23/2022,17,None,Two Year,Yes
,7225-IILWY,2/13/2018,68,None,Two Year,Yes
,7228-OMTPN,5/18/2023,4,None,Month-to-Month,Yes
,7228-PAQPD,7/22/2022,14,Offer D,One Year,No
,7233-DRTRF,7/13/2018,63,None,Month-to-Month,Yes
,7233-IOQNP,3/4/2020,43,Offer B,Month-to-Month,No
,7233-PAHHL,4/14/2018,66,Offer A,Two Year,Yes
,7234-FECYN,1/18/2023,8,None,Month-to-Month,Yes
,7234-KMNRQ,5/18/2023,4,None,Month-to-Month,Yes
,7235-NXZCP,7/17/2023,2,Offer E,Month-to-Month,No
,7239-HZZCX,8/16/2023,1,None,Month-to-Month,No
,7240-ETPTR,12/19/2022,9,None,Month-to-Month,Yes
,7240-FQLHE,3/24/2022,18,None,Month-to-Month,No
,7241-AJHFS,1/28/2021,32,None,Month-to-Month,Yes
,7242-EDTYC,2/3/2020,44,Offer B,Two Year,Yes
,7242-QZLXF,8/16/2023,1,None,Month-to-Month,No
,7243-LCGGZ,8/16/2023,1,None,Month-to-Month,No
,7244-KXYZN,9/25/2021,24,None,One Year,Yes
,7244-QWYHG,8/7/2019,50,Offer B,One Year,No
,7245-JMTTQ,7/8/2019,51,Offer B,One Year,No
,7245-NIIWQ,6/17/2023,3,Offer E,Month-to-Month,No
,7246-ZGQDF,8/16/2023,1,None,Month-to-Month,Yes
,7247-XOZPB,5/9/2019,53,Offer B,One Year,No
,7248-VZQLC,11/5/2019,47,None,Month-to-Month,No
,7249-WBIYX,11/19/2022,10,None,Month-to-Month,Yes
,7250-EQKIY,8/16/2023,1,Offer E,Month-to-Month,No
,7251-LJBQN,6/2/2020,40,None,One Year,Yes
,7251-XFOIL,9/11/2018,61,Offer B,Month-to-Month,Yes
,7252-NTGSS,8/16/2023,1,None,Month-to-Month,Yes
,7253-UVNDW,12/5/2019,46,None,Two Year,Yes
,7254-IQWOZ,8/16/2023,1,Offer E,Month-to-Month,Yes
,7255-SSFBC,10/16/2017,72,Offer A,Two Year,No
,7266-GSSJX,10/20/2022,11,None,Month-to-Month,Yes
,7267-FRMJW,8/26/2021,25,Offer C,Two Year,No
,7268-IGMFD,3/24/2022,18,Offer D,Two Year,No
,7268-WNTCP,8/12/2018,62,None,Two Year,No
,7269-JISCY,3/10/2019,55,None,One Year,Yes
,7270-BDIOA,11/24/2021,22,None,Month-to-Month,No
,7271-AJDTL,3/10/2019,55,None,Month-to-Month,Yes
,7272-QDCKA,5/28/2021,28,Offer C,One Year,No
,7273-TEFQD,6/17/2023,3,Offer E,Month-to-Month,No
,7274-CGTOD,8/12/2018,62,None,Two Year,No
,7274-RTAPZ,8/16/2023,1,Offer E,Month-to-Month,No
,7277-KAMWT,8/21/2022,13,Offer D,Two Year,Yes
,7277-OZCGZ,11/24/2021,22,None,Month-to-Month,No
,7278-CKDNC,9/25/2021,24,None,Two Year,Yes
,7279-BUYWN,5/3/2020,41,None,Month-to-Month,Yes
,7279-NMVJC,4/23/2022,17,None,One Year,No
,7284-BUYEC,4/18/2023,5,Offer E,Month-to-Month,Yes
,7284-ZZLOH,1/4/2020,45,None,Two Year,Yes
,7285-KLOTR,9/20/2022,12,None,One Year,Yes
,7291-CDTMJ,8/16/2023,1,Offer E,Month-to-Month,Yes
,7293-LSCDV,10/11/2018,60,None,Two Year,Yes
,7294-TMAOP,8/16/2023,1,Offer E,Month-to-Month,No
,7295-JOMMD,5/18/2023,4,Offer E,Month-to-Month,Yes
,7296-PIXQY,7/22/2022,14,Offer D,Month-to-Month,Yes
,7297-DVYGA,7/8/2019,51,Offer B,One Year,Yes
,7298-IZWLY,8/16/2023,1,None,Month-to-Month,Yes
,7299-GNVPL,10/25/2021,23,None,Month-to-Month,No
,7301-ABVAD,10/16/2017,72,None,Two Year,Yes
,7302-ZHMHP,8/16/2023,1,None,Month-to-Month,Yes
,7305-ZWMAJ,3/29/2021,30,None,One Year,Yes
,7306-YDSOI,1/14/2018,69,Offer A,Two Year,Yes
,7310-EGVHZ,8/16/2023,1,Offer E,Month-to-Month,Yes
,7311-MQJCH,4/18/2023,5,None,One Year,Yes
,7312-XSBAT,8/16/2023,1,Offer E,Month-to-Month,Yes
,7314-OXENN,7/17/2023,2,None,Month-to-Month,No
,7315-WYOAW,8/21/2022,13,Offer D,Month-to-Month,No
,7317-GGVPB,11/15/2017,71,Offer A,Two Year,No
,7318-EIVKO,1/18/2023,8,Offer E,Month-to-Month,Yes
,7319-VENRZ,2/17/2023,7,Offer E,Month-to-Month,No
,7319-ZNRTR,8/26/2021,25,None,One Year,No
,7321-KKSDU,1/28/2021,32,None,Two Year,Yes
,7321-PKUYW,10/20/2022,11,Offer D,Month-to-Month,No
,7321-VGNKU,7/17/2023,2,Offer E,Month-to-Month,No
,7321-ZNSLA,8/21/2022,13,None,Two Year,Yes
,7322-OCWHC,10/16/2017,72,Offer A,Two Year,Yes
,7325-ENZFI,7/2/2020,39,None,One Year,Yes
,7326-RIGQZ,3/19/2023,6,None,Month-to-Month,Yes
,7328-OWMOM,2/27/2021,31,Offer C,One Year,Yes
,7328-ZJAJO,11/10/2018,59,None,Two Year,Yes
,7330-WZLNC,4/18/2023,5,Offer E,Month-to-Month,Yes
,7336-RLLRH,6/27/2021,27,Offer C,One Year,Yes
,7337-CINUD,1/18/2023,8,None,Two Year,Yes
,7338-ERIVA,7/2/2020,39,Offer C,One Year,Yes
,7339-POGZN,5/18/2023,4,None,Month-to-Month,Yes
,7340-KEFQE,7/8/2019,51,Offer B,Two Year,No
,7341-LXCAF,5/18/2023,4,None,Month-to-Month,Yes
,7343-EOBEU,6/17/2023,3,Offer E,Month-to-Month,Yes
,7346-MEDWM,11/10/2018,59,Offer B,Month-to-Month,No
,7349-ALMUX,8/31/2020,37,None,Two Year,Yes
,7351-KYHQH,2/17/2023,7,None,Two Year,No
,7351-MHQVU,3/19/2023,6,Offer E,Month-to-Month,Yes
,7353-YOWFP,2/17/2023,7,None,One Year,Yes
,7354-OIJLX,12/19/2022,9,Offer E,Month-to-Month,No
,7356-AYNJP,5/18/2023,4,Offer E,One Year,Yes
,7356-IWLFW,12/5/2019,46,Offer B,Month-to-Month,No
,7359-PTSXY,8/16/2023,1,None,Month-to-Month,No
,7359-SSBJK,6/13/2018,64,Offer B,Two Year,No
,7359-WWYJV,10/16/2017,72,None,Two Year,No
,7361-YPXFS,5/28/2021,28,None,Two Year,No
,7363-QTBIW,12/19/2022,9,None,Month-to-Month,Yes
,7365-BVCJH,8/16/2023,1,Offer E,Month-to-Month,No
,7369-TRPFD,2/22/2022,19,Offer D,One Year,Yes
,7375-WMVMT,11/15/2017,71,None,Two Year,Yes
,7377-DMMRI,7/17/2023,2,Offer E,Month-to-Month,Yes
,7379-FNIUJ,7/17/2023,2,Offer E,Month-to-Month,Yes
,7379-POKDZ,6/17/2023,3,None,Month-to-Month,Yes
,7382-DFJTU,3/24/2022,18,Offer D,Month-to-Month,Yes
,7384-GHBPI,6/17/2023,3,Offer E,Month-to-Month,No
,7389-KBFIT,7/17/2023,2,Offer E,Month-to-Month,Yes
,7392-YYPYJ,11/24/2021,22,Offer D,Month-to-Month,Yes
,7394-FKDNK,12/19/2022,9,Offer E,Month-to-Month,Yes
,7394-LWLYN,7/17/2023,2,None,Month-to-Month,No
,7395-IGJOS,4/23/2022,17,None,Month-to-Month,No
,7395-XWZOY,1/23/2022,20,None,Month-to-Month,Yes
,7396-VJUZB,5/18/2023,4,Offer E,Month-to-Month,Yes
,7398-HPYZQ,11/15/2017,71,Offer A,Two Year,Yes
,7398-LXGYX,2/3/2020,44,Offer B,Month-to-Month,Yes
,7398-SKNQZ,6/17/2023,3,None,Month-to-Month,No
,7399-QHBJS,10/16/2017,72,None,Two Year,Yes
,7401-JIXNM,4/9/2019,54,None,Two Year,Yes
,7401-RUBNK,3/24/2022,18,Offer D,Month-to-Month,No
,7402-EYFXX,7/27/2021,26,Offer C,Two Year,Yes
,7402-PWYJJ,5/9/2019,53,Offer B,One Year,Yes
,7404-JLKQG,6/17/2023,3,None,Month-to-Month,No
,7407-SUJIZ,8/26/2021,25,Offer C,Month-to-Month,Yes
,7408-OFWXJ,10/16/2017,72,None,Two Year,No
,7409-JURKQ,5/9/2019,53,None,One Year,No
,7409-KIUTL,8/16/2023,1,None,Month-to-Month,No
,7410-KTVFV,3/24/2022,18,None,Month-to-Month,Yes
,7410-OIEDU,11/19/2022,10,None,Month-to-Month,Yes
,7410-YTJIK,2/17/2023,7,None,Month-to-Month,Yes
,7416-CKTEP,1/9/2019,57,Offer B,Two Year,Yes
,7421-ZLUPA,1/18/2023,8,None,Month-to-Month,No
,7422-WNBTY,12/29/2020,33,None,Month-to-Month,Yes
,7426-GSWPO,6/13/2018,64,Offer B,Month-to-Month,No
,7426-RHZGU,12/19/2022,9,None,Month-to-Month,Yes
,7426-WEIJX,10/11/2018,60,None,Two Year,Yes
,7427-AUFPY,4/9/2019,54,None,Two Year,No
,7432-FFVAR,12/5/2019,46,Offer B,One Year,No
,7434-SHXLS,8/16/2023,1,Offer E,Month-to-Month,No
,7435-ZNUYY,3/19/2023,6,Offer E,One Year,Yes
,7439-DKZTW,8/16/2023,1,None,Month-to-Month,Yes
,7442-YGZFK,8/16/2023,1,None,Month-to-Month,Yes
,7445-WMRBW,10/6/2019,48,Offer B,One Year,No
,7446-KQISO,1/4/2020,45,None,Two Year,Yes
,7446-SFAOA,8/31/2020,37,None,One Year,Yes
,7446-YPODE,10/20/2022,11,None,Two Year,Yes
,7449-HVPIV,3/10/2019,55,Offer B,Month-to-Month,Yes
,7450-NWRTR,9/20/2022,12,None,Month-to-Month,Yes
,7452-FOLON,7/2/2020,39,None,One Year,Yes
,7459-IMVYU,8/1/2020,38,None,Month-to-Month,No
,7459-RRWQZ,6/22/2022,15,Offer D,Month-to-Month,Yes
,7460-ITWWP,1/4/2020,45,None,One Year,Yes
,7463-IFMQU,10/16/2017,72,None,Two Year,Yes
,7465-ZZRVX,8/16/2023,1,None,Month-to-Month,No
,7469-LKBCI,5/23/2022,16,Offer D,Two Year,Yes
,7470-DYNOE,5/9/2019,53,Offer B,One Year,Yes
,7470-MCQTK,8/21/2022,13,None,Month-to-Month,No
,7471-MQPOS,11/15/2017,71,None,One Year,No
,7471-WNSUF,10/11/2018,60,Offer B,One Year,No
,7472-EQOAV,11/15/2017,71,Offer A,One Year,Yes
,7473-ZBDSN,7/22/2022,14,Offer D,Two Year,No
,7479-NITWS,2/17/2023,7,None,Month-to-Month,Yes
,7480-QNVZJ,8/7/2019,50,None,Month-to-Month,No
,7480-SPLEF,1/14/2018,69,None,Two Year,Yes
,7481-ATQQS,9/6/2019,49,Offer B,Month-to-Month,No
,7483-IQWIB,8/31/2020,37,Offer C,Month-to-Month,Yes
,7486-KSRVI,3/4/2020,43,Offer B,One Year,Yes
,7488-MXJIV,5/18/2023,4,Offer E,Month-to-Month,Yes
,7492-TAFJD,2/17/2023,7,None,Two Year,No
,7493-GVFIO,1/9/2019,57,Offer B,Two Year,Yes
,7493-TPUWZ,8/16/2023,1,None,Month-to-Month,Yes
,7495-OOKFY,1/18/2023,8,Offer E,Month-to-Month,No
,7501-IWUNG,9/11/2018,61,Offer B,Two Year,No
,7501-VTYLJ,7/17/2023,2,None,Month-to-Month,No
,7502-BNYGS,12/5/2019,46,Offer B,Month-to-Month,No
,7503-EPSZW,6/13/2018,64,Offer B,Two Year,Yes
,7503-MIOGA,10/16/2017,72,Offer A,Two Year,Yes
,7503-QQRVF,5/23/2022,16,Offer D,Month-to-Month,No
,7503-ZGUZJ,8/16/2023,1,None,Month-to-Month,Yes
,7504-UWHNB,8/26/2021,25,Offer C,Month-to-Month,No
,7508-DQAKK,6/13/2018,64,None,Two Year,Yes
,7508-KBIMB,9/25/2021,24,None,One Year,No
,7508-MYBOG,7/22/2022,14,Offer D,Month-to-Month,Yes
,7508-SMHXL,6/22/2022,15,None,One Year,No
,7511-YMXVQ,12/19/2022,9,None,Month-to-Month,No
,7515-LODFU,1/14/2018,69,None,Two Year,Yes
,7516-GMHUV,8/7/2019,50,None,Two Year,No
,7517-LDMPS,9/20/2022,12,None,Month-to-Month,No
,7517-SAWMO,2/22/2022,19,Offer D,Month-to-Month,Yes
,7519-JTWQH,1/14/2018,69,Offer A,Two Year,No
,7520-HQWJU,4/14/2018,66,None,Month-to-Month,Yes
,7521-AFHAB,4/18/2023,5,Offer E,Month-to-Month,No
,7521-YXVZY,6/17/2023,3,Offer E,Month-to-Month,Yes
,7524-VRLPL,1/14/2018,69,Offer A,Two Year,Yes
,7526-BEZQB,9/20/2022,12,Offer D,Month-to-Month,Yes
,7526-IVLYU,6/17/2023,3,None,Month-to-Month,Yes
,7527-QNRUS,4/23/2022,17,Offer D,Two Year,Yes
,7529-ZDFXI,1/9/2019,57,None,One Year,No
,7530-HDYDS,8/1/2020,38,None,Month-to-Month,No
,7531-GQHME,9/20/2022,12,Offer D,Month-to-Month,No
,7534-BFESC,9/25/2021,24,Offer C,Month-to-Month,Yes
,7537-CBQUZ,7/13/2018,63,None,Month-to-Month,Yes
,7537-RBWEA,8/16/2023,1,None,Month-to-Month,Yes
,7538-GWHML,7/17/2023,2,Offer E,Month-to-Month,No
,7541-YLXCL,9/30/2020,36,None,One Year,No
,7542-CYDDM,3/24/2022,18,None,Month-to-Month,Yes
,7544-ZVIKX,12/10/2018,58,None,One Year,No
,7547-EKNFS,4/3/2020,42,Offer B,Month-to-Month,Yes
,7548-SEPYI,4/18/2023,5,Offer E,Month-to-Month,No
,7549-MYGPK,7/13/2018,63,Offer B,Month-to-Month,Yes
,7550-WIQVA,8/7/2019,50,None,One Year,No
,7551-DACSP,3/19/2023,6,Offer E,Month-to-Month,No
,7551-JOHTI,8/16/2023,1,None,Month-to-Month,Yes
,7552-KEYGT,6/27/2021,27,Offer C,Two Year,No
,7554-AKDQF,3/19/2023,6,Offer E,Month-to-Month,Yes
,7554-NEWDD,11/19/2022,10,None,Two Year,No
,7558-IMLMT,3/15/2018,67,None,Two Year,No
,7560-QJAVJ,12/15/2017,70,None,Two Year,Yes
,7560-QRBXH,10/6/2019,48,None,One Year,No
,7562-GSUHK,5/23/2022,16,None,Month-to-Month,No
,7562-UXTPG,8/21/2022,13,None,Month-to-Month,No
,7563-BIUPC,4/18/2023,5,Offer E,Month-to-Month,No
,7564-GHCVB,10/16/2017,72,Offer A,Two Year,No
,7566-DSRLQ,10/16/2017,72,Offer A,Two Year,No
,7567-ECMCM,9/25/2021,24,None,Month-to-Month,No
,7568-PODML,8/16/2023,1,None,Month-to-Month,Yes
,7569-NMZYQ,10/16/2017,72,None,Two Year,Yes
,7570-WELNY,2/13/2018,68,Offer A,Two Year,No
,7571-YXDAD,7/17/2023,2,None,Month-to-Month,Yes
,7572-KPVKK,8/12/2018,62,Offer B,Two Year,Yes
,7576-ASEJU,5/3/2020,41,Offer B,One Year,No
,7576-JMYWV,12/5/2019,46,Offer B,Two Year,No
,7576-OYWBN,6/17/2023,3,None,Month-to-Month,Yes
,7577-SWIFR,8/16/2023,1,None,Month-to-Month,No
,7579-KKLOE,11/15/2017,71,Offer A,Two Year,Yes
,7579-OOPEC,7/17/2023,2,Offer E,Month-to-Month,No
,7580-UGXNC,7/17/2023,2,None,Month-to-Month,No
,7581-EBBOU,10/11/2018,60,None,One Year,Yes
,7586-ZATGZ,6/2/2020,40,None,Month-to-Month,No
,7587-AOVVU,6/27/2021,27,None,Month-to-Month,Yes
,7587-RZNME,6/17/2023,3,Offer E,Month-to-Month,Yes
,7590-VHVEG,8/16/2023,1,Offer E,Month-to-Month,Yes
,7593-JNWRU,3/19/2023,6,Offer E,Month-to-Month,Yes
,7593-XFKDI,8/16/2023,1,None,Month-to-Month,No
,7594-LZNWR,11/29/2020,34,Offer C,Two Year,No
,7594-RQHXR,8/16/2023,1,Offer E,Month-to-Month,Yes
,7595-EHCDL,1/28/2021,32,None,Month-to-Month,Yes
,7595-EUIVN,8/16/2023,1,None,Month-to-Month,No
,7596-IIWYC,6/27/2021,27,None,Two Year,No
,7596-LDUXP,9/20/2022,12,Offer D,One Year,No
,7596-ZYWBB,5/14/2018,65,Offer B,Two Year,No
,7598-UAASY,7/17/2023,2,Offer E,Month-to-Month,Yes
,7599-FKVXZ,4/3/2020,42,None,Month-to-Month,No
,7599-NTMDP,8/12/2018,62,Offer B,Two Year,No
,7601-DHFWZ,10/6/2019,48,Offer B,Two Year,No
,7601-GNDYK,10/30/2020,35,Offer C,Two Year,Yes
,7601-WFVZV,8/16/2023,1,Offer E,Month-to-Month,Yes
,7602-DBTOU,11/15/2017,71,None,Two Year,No
,7602-MVRMB,10/16/2017,72,None,Two Year,No
,7603-USHJS,9/20/2022,12,Offer D,Month-to-Month,No
,7605-BDWDC,2/27/2021,31,None,Two Year,No
,7605-SNLQG,1/4/2020,45,Offer B,Month-to-Month,No
,7606-BPHHN,10/16/2017,72,Offer A,Two Year,Yes
,7607-QKKTJ,1/4/2020,45,None,One Year,No
,7608-RGIRO,8/12/2018,62,Offer B,Two Year,No
,7609-NRNCA,4/23/2022,17,None,One Year,No
,7609-YBPXG,4/9/2019,54,None,Two Year,No
,7610-TVOPG,6/22/2022,15,None,Month-to-Month,Yes
,7611-YKYTC,11/24/2021,22,Offer D,Month-to-Month,No
,7613-LLQFO,9/20/2022,12,None,Month-to-Month,No
,7614-QVWQL,9/6/2019,49,None,One Year,No
,7615-ESMYF,7/17/2023,2,None,Month-to-Month,No
,7617-EYGLW,8/16/2023,1,Offer E,Month-to-Month,Yes
,7619-ODSGN,9/25/2021,24,Offer C,Month-to-Month,No
,7619-PLRLP,5/9/2019,53,Offer B,One Year,No
,7621-VPNET,4/3/2020,42,None,Month-to-Month,Yes
,7622-FWGEW,2/8/2019,56,None,Two Year,Yes
,7622-NXQZR,5/28/2021,28,Offer C,Month-to-Month,Yes
,7623-HKYRK,3/19/2023,6,None,Month-to-Month,Yes
,7623-TRNQN,8/16/2023,1,None,Month-to-Month,Yes
,7625-XCQRH,10/20/2022,11,None,Month-to-Month,Yes
,7627-JKIAZ,8/31/2020,37,None,Month-to-Month,No
,7629-WFGLW,2/8/2019,56,Offer B,One Year,No
,7629-WIXZF,2/17/2023,7,None,One Year,No
,7632-MNYOY,4/14/2018,66,None,One Year,No
,7632-YUTXB,8/26/2021,25,Offer C,One Year,Yes
,7633-MVPUY,1/9/2019,57,Offer B,Two Year,No
,7634-HLQJR,11/5/2019,47,None,Two Year,No
,7634-WSWDB,1/18/2023,8,None,Month-to-Month,Yes
,7636-OWBPG,9/20/2022,12,None,Two Year,No
,7636-PEPNS,12/10/2018,58,None,One Year,Yes
,7636-XUHWW,7/17/2023,2,Offer E,Month-to-Month,No
,7638-QVMVY,2/17/2023,7,None,Month-to-Month,No
,7639-LIAYI,6/8/2019,52,Offer B,Two Year,Yes
,7639-OPLNG,12/15/2017,70,Offer A,Two Year,Yes
,7639-SUPCW,11/24/2021,22,None,Month-to-Month,Yes
,7641-EUYET,12/5/2019,46,None,Month-to-Month,Yes
,7641-TQFHN,7/2/2020,39,Offer C,Two Year,No
,7643-RCHXS,7/13/2018,63,Offer B,Two Year,No
,7644-OMVMY,11/19/2022,10,None,Two Year,Yes
,7647-GYYKX,4/9/2019,54,None,Two Year,Yes
,7649-PHJVR,10/20/2022,11,Offer D,One Year,Yes
,7649-SIJJF,11/15/2017,71,Offer A,Two Year,Yes
,7654-YWJUF,3/4/2020,43,None,One Year,No
,7657-DYEPJ,8/1/2020,38,Offer C,One Year,Yes
,7658-UYUQS,12/24/2021,21,None,Month-to-Month,No
,7660-HDPJV,8/16/2023,1,None,Month-to-Month,No
,7661-CPURM,2/22/2022,19,Offer D,One Year,No
,7663-CUXZB,11/10/2018,59,Offer B,Two Year,No
,7663-RGWBC,8/16/2023,1,None,Month-to-Month,No
,7663-YJHSN,10/16/2017,72,Offer A,Two Year,No
,7663-ZTEGJ,4/28/2021,29,None,One Year,No
,7665-NKLAV,9/30/2020,36,None,Two Year,Yes
,7665-TOALD,8/16/2023,1,None,Month-to-Month,Yes
,7665-VIGUD,11/19/2022,10,None,One Year,Yes
,7666-WKRON,7/2/2020,39,None,Two Year,No
,7668-XCFYV,4/23/2022,17,None,Month-to-Month,No
,7669-LCRSD,9/20/2022,12,Offer D,Month-to-Month,Yes
,7670-ZBPOQ,12/10/2018,58,Offer B,One Year,No
,7672-VFMXZ,1/9/2019,57,None,Month-to-Month,Yes
,7673-BQGKU,1/14/2018,69,None,Two Year,Yes
,7673-LPRNY,10/25/2021,23,None,One Year,No
,7674-YTAFD,12/29/2020,33,Offer C,One Year,No
,7675-OZCZG,6/17/2023,3,None,Month-to-Month,No
,7677-SJJJK,1/18/2023,8,Offer E,One Year,Yes
,7682-AZNDK,11/29/2020,34,None,Month-to-Month,Yes
,7683-CBDKJ,7/22/2022,14,None,Month-to-Month,Yes
,7684-XSZIY,10/16/2017,72,Offer A,Two Year,No
,7688-AWMDX,11/15/2017,71,None,Two Year,Yes
,7690-KPNCU,6/13/2018,64,Offer B,One Year,No
,7691-KGKGP,5/9/2019,53,Offer B,Month-to-Month,Yes
,7691-XVTZH,2/13/2018,68,Offer A,Two Year,No
,7693-LCKZL,4/18/2023,5,None,Month-to-Month,No
,7693-QPEFS,6/8/2019,52,Offer B,Two Year,Yes
,7694-VLBWQ,3/15/2018,67,Offer A,One Year,No
,7695-PKLCZ,2/13/2018,68,None,Two Year,No
,7696-AMHOD,9/6/2019,49,None,One Year,Yes
,7696-CFTAT,8/31/2020,37,None,Two Year,Yes
,7698-YFGEZ,8/16/2023,1,Offer E,Month-to-Month,No
,7703-ZEKEF,10/25/2021,23,Offer D,Month-to-Month,No
,7706-DZNKK,10/20/2022,11,Offer D,Month-to-Month,Yes
,7706-YLMQA,12/15/2017,70,None,One Year,Yes
,7707-PYBBH,6/2/2020,40,None,Month-to-Month,No
,7710-JSYOA,1/14/2018,69,Offer A,Two Year,No
,7711-GQBZC,11/15/2017,71,None,Two Year,Yes
,7711-YIJWC,9/11/2018,61,Offer B,One Year,No
,7714-YXSMB,7/27/2021,26,Offer C,Month-to-Month,No
,7716-YTYHG,10/6/2019,48,Offer B,One Year,Yes
,7717-BICXI,10/11/2018,60,Offer B,Two Year,No
,7718-RXDGG,6/22/2022,15,Offer D,Month-to-Month,No
,7718-UPSKJ,1/14/2018,69,Offer A,One Year,Yes
,7721-DVEKZ,8/16/2023,1,Offer E,Month-to-Month,Yes
,7721-JXEAW,11/10/2018,59,Offer B,Month-to-Month,No
,7722-CVFXN,4/9/2019,54,None,One Year,Yes
,7722-VJRQD,10/16/2017,72,None,Two Year,No
,7727-SHVZV,12/19/2022,9,None,Month-to-Month,Yes
,7729-JTEEC,7/17/2023,2,None,Month-to-Month,No
,7729-XBTWX,4/14/2018,66,None,Two Year,Yes
,7730-CLDSV,10/16/2017,72,Offer A,Two Year,No
,7730-IUTDZ,3/4/2020,43,None,Month-to-Month,Yes
,7733-UDMTP,1/9/2019,57,Offer B,Two Year,No
,7734-DBOAI,8/16/2023,1,None,Month-to-Month,Yes
,7739-LAXOG,1/28/2021,32,None,Month-to-Month,Yes
,7740-BTPUX,3/10/2019,55,Offer B,Two Year,Yes
,7740-KKCXF,7/8/2019,51,None,Month-to-Month,No
,7742-MYPGI,3/19/2023,6,None,Month-to-Month,Yes
,7743-EXURX,1/18/2023,8,Offer E,Month-to-Month,Yes
,7746-AWNQW,5/28/2021,28,Offer C,Month-to-Month,Yes
,7746-QYVCO,5/23/2022,16,Offer D,One Year,No
,7748-UMTRK,3/29/2021,30,None,Two Year,Yes
,7750-EYXWZ,9/20/2022,12,None,One Year,No
,7752-XUSCI,10/11/2018,60,None,Month-to-Month,Yes
,7753-USQYQ,3/10/2019,55,Offer B,One Year,Yes
