Customer ID,Gender,Age,Married,Number of Dependents,City,Zip Code,Number of Referrals,Multiple Lines,Multiple Lines
7629-WIXZF,Female,32,No,0,San Rafael,94903,0,No,No
7632-MNYOY,Male,69,No,0,Tahoe Vista,96148,0,Yes,Yes
7632-YUTXB,Female,52,Yes,2,Stinson Beach,94970,7,No,No
7633-MVPUY,Male,50,Yes,0,Diamond Bar,91765,1,Yes,No
7634-HLQJR,Female,52,Yes,1,Moss Landing,95039,1,No,No
7634-WSWDB,Female,22,No,1,Terra Bella,93270,0,No,
7636-OWBPG,Male,79,No,0,Redding,96001,0,Yes,
7636-PEPNS,Female,44,Yes,3,Palos Verdes Peninsula,90274,7,No,No
7636-XUHWW,Male,56,No,0,Firebaugh,93622,0,Yes,No
7638-QVMVY,Female,63,No,0,Visalia,93292,0,No,No
7639-LIAYI,Male,23,No,0,Los Angeles,90057,0,Yes,Yes
7639-OPLNG,Male,56,Yes,0,San Diego,92107,8,Yes,Yes
7639-SUPCW,Female,32,No,0,Glen Ellen,95442,0,No,No
7641-EUYET,Male,76,Yes,0,Tranquillity,93668,3,Yes,Yes
7641-TQFHN,Male,21,No,1,Fresno,93704,0,Yes,Yes
7643-RCHXS,Female,31,Yes,3,Montgomery Creek,96065,0,Yes,No
7644-OMVMY,Male,56,Yes,1,Los Angeles,90029,5,No,No
7647-GYYKX,Female,48,Yes,4,San Marcos,92069,1,No,No
7649-PHJVR,Male,22,No,0,Paso Robles,93446,0,No,No
7649-SIJJF,Male,36,Yes,0,Emeryville,94608,5,Yes,Yes
7654-YWJUF,Male,61,Yes,0,Sunland,91040,6,Yes,No
7657-DYEPJ,Male,73,No,0,Los Angeles,90024,0,No,No
7658-UYUQS,Male,71,Yes,0,Fullerton,92835,0,No,No
7660-HDPJV,Female,51,No,0,Long Beach,90810,0,Yes,No
7661-CPURM,Male,49,No,0,Alhambra,91803,0,No,No
7663-CUXZB,Male,34,Yes,0,Fields Landing,95537,9,Yes,Yes
7663-RGWBC,Male,44,No,0,Los Angeles,90049,0,Yes,No
7663-YJHSN,Female,33,Yes,0,Moss Landing,95039,10,Yes,Yes
7663-ZTEGJ,Male,46,No,0,Escondido,92027,0,No,Yes
7665-NKLAV,Female,19,Yes,3,Pleasanton,94566,5,No,
7665-TOALD,Female,25,No,0,Temecula,92592,0,Yes,No
7665-VIGUD,Male,40,No,0,Santa Barbara,93108,0,Yes,No
7666-WKRON,Female,39,No,0,Riverbank,95367,0,Yes,No
7668-XCFYV,Female,77,Yes,0,Glendora,91741,9,No,Yes
7669-LCRSD,Male,49,Yes,2,Igo,96047,5,Yes,No
7670-ZBPOQ,Female,59,Yes,0,Denair,95316,1,Yes,Yes
7672-VFMXZ,Male,31,Yes,0,Long Beach,90815,6,No,No
7673-BQGKU,Female,64,Yes,3,Carlsbad,92009,6,Yes,No
7673-LPRNY,Female,43,No,0,Pasadena,91104,0,Yes,Yes
7674-YTAFD,Female,64,No,0,North Hills,91343,0,No,No
7675-OZCZG,Female,76,No,0,Fallbrook,92028,0,Yes,No
7677-SJJJK,Male,26,Yes,0,Granite Bay,95746,5,No,No
7682-AZNDK,Male,25,Yes,3,Williams,95987,5,Yes,No
7683-CBDKJ,Male,42,Yes,1,Palmdale,93550,1,No,No
7684-XSZIY,Male,53,Yes,3,Loomis,95650,3,No,Yes
7688-AWMDX,Male,21,Yes,0,San Diego,92131,5,No,No
7690-KPNCU,Male,20,Yes,0,Willow Creek,95573,5,Yes,No
7691-KGKGP,Male,31,Yes,1,Aliso Viejo,92656,9,No,No
7691-XVTZH,Female,30,Yes,0,Aromas,95004,5,Yes,Yes
7693-LCKZL,Male,57,Yes,1,Julian,92036,1,No,Yes
7693-QPEFS,Male,75,No,0,Davenport,95017,0,Yes,Yes
7694-VLBWQ,Male,61,Yes,0,Coronado,92118,4,No,Yes
7695-PKLCZ,Female,32,No,0,Salinas,93908,0,Yes,No
7696-AMHOD,Female,23,Yes,1,Fallbrook,92028,10,Yes,No
7696-CFTAT,Male,24,Yes,3,Diamond Bar,91765,0,Yes,No
7698-YFGEZ,Male,55,No,0,Riverside,92509,0,No,No
7703-ZEKEF,Male,47,No,0,Heber,92249,0,Yes,Yes
7706-DZNKK,Male,63,No,0,Palmdale,93551,0,Yes,No
7706-YLMQA,Female,30,No,0,Madera,93638,0,No,No
7707-PYBBH,Male,49,No,0,Lucerne Valley,92356,0,Yes,No
7710-JSYOA,Female,59,Yes,1,Pala,92059,0,Yes,Yes
7711-GQBZC,Female,42,Yes,1,Stockton,95207,1,No,Yes
7711-YIJWC,Male,21,Yes,2,Shingletown,96088,3,Yes,No
7714-YXSMB,Female,60,No,0,Irvine,92612,0,No,Yes
7716-YTYHG,Female,41,Yes,0,Oxnard,93030,1,No,Yes
7717-BICXI,Male,37,Yes,3,O Neals,93645,4,Yes,No
7718-RXDGG,Male,54,Yes,0,Newcastle,95658,9,Yes,No
7718-UPSKJ,Female,59,Yes,0,San Diego,92116,9,Yes,No
7721-DVEKZ,Female,42,No,0,Thousand Oaks,91360,0,No,No
7721-JXEAW,Male,23,Yes,0,Elk Grove,95624,1,No,
7722-CVFXN,Male,50,Yes,3,Santa Cruz,95064,9,Yes,Yes
7722-VJRQD,Male,38,Yes,0,Brooks,95606,8,Yes,
7727-SHVZV,Female,56,No,0,Chico,95926,0,No,No
7729-JTEEC,Male,33,Yes,1,Olympic Valley,96146,2,No,No
7729-XBTWX,Male,62,Yes,2,San Ramon,94583,7,No,No
7730-CLDSV,Female,61,Yes,2,Brentwood,94513,6,No,Yes
7730-IUTDZ,Male,63,No,0,Chatsworth,91311,0,No,No
7733-UDMTP,Female,65,No,0,Fresno,93726,0,Yes,
7734-DBOAI,Female,42,Yes,2,Pope Valley,94567,1,No,
7739-LAXOG,Female,51,Yes,0,Sacramento,95825,1,No,Yes
7740-BTPUX,Male,72,Yes,0,Manchester,95459,7,Yes,Yes
7740-KKCXF,Male,61,Yes,0,Los Angeles,90039,9,Yes,
7742-MYPGI,Female,39,Yes,2,Cobb,95426,3,Yes,No
7743-EXURX,Male,47,Yes,1,Glendale,91208,1,No,No
7746-AWNQW,Female,62,No,0,La Jolla,92037,0,Yes,
7746-QYVCO,Male,57,Yes,0,White Water,92282,1,No,No
7748-UMTRK,Female,80,No,1,San Francisco,94132,0,No,Yes
7750-EYXWZ,Female,62,No,0,Yucca Valley,92284,0,No,
7752-XUSCI,Female,20,No,0,Crestline,92325,0,Yes,Yes
7753-USQYQ,Male,47,No,0,West Covina,91792,0,Yes,No
7754-IXRMC,Female,39,No,0,Atascadero,93422,0,No,No
7758-UJWYS,Male,31,Yes,1,Millbrae,94030,10,Yes,
7758-XKCBS,Male,56,No,0,Reseda,91335,0,No,
7760-OYPDY,Female,32,No,2,Los Angeles,90056,0,No,No
7762-ONLJY,Female,62,Yes,3,Sacramento,95834,5,No,No
7762-URZQH,Male,30,Yes,0,Venice,90291,0,No,Yes
7764-BDPEE,Male,50,No,3,Hayward,94542,0,No,No
7765-LWVVH,Female,39,Yes,2,Caspar,95420,8,No,Yes
7766-CLTIC,Female,58,No,0,Kenwood,95452,0,Yes,No
7767-UXAGJ,Male,37,No,0,Colfax,95713,0,No,Yes
7771-CFQRQ,Female,32,Yes,3,Mariposa,95338,0,No,No
7771-ZONAT,Male,62,No,0,Woodacre,94973,0,No,
7774-OJSXI,Male,53,No,0,South Lake Tahoe,96150,0,Yes,Yes
7776-QGYJC,Female,64,Yes,5,Shasta Lake,96019,7,No,No
7776-QWNFX,Male,71,Yes,0,Chino,91710,1,No,No
7777-UNYHB,Female,43,Yes,1,Traver,93673,3,Yes,No
7779-LGOVN,Male,74,Yes,0,Paskenta,96074,2,Yes,Yes
7779-ORAEL,Male,77,Yes,0,Mi Wuk Village,95346,4,No,Yes
7780-OTDSO,Male,51,Yes,0,Covelo,95428,1,No,Yes
7781-EWARA,Male,19,Yes,3,Big Bend,96011,1,No,
7781-HVGMK,Female,56,Yes,0,Amboy,92304,5,No,
7783-YKGDV,Female,49,No,0,March Air Reserve Base,92518,0,No,Yes
7785-RDVIG,Female,53,Yes,2,Hemet,92543,5,No,No
7786-WBJYI,Female,31,No,0,San Diego,92130,0,No,Yes
7787-BNTZM,Male,56,No,0,Comptche,95427,0,Yes,No
7789-CRUVC,Female,77,Yes,0,San Diego,92107,1,No,Yes
7789-HKSBS,Female,79,Yes,0,Lakewood,90713,2,Yes,Yes
7794-JASDG,Male,37,No,0,Winchester,92596,0,No,No
7795-CFOCW,Male,53,No,0,Los Angeles,90004,0,No,
7797-EJMDP,Female,34,No,0,Manteca,95336,0,No,No
7798-JVXYM,Female,52,No,0,Herald,95638,0,Yes,No
7799-DSEWS,Male,22,No,0,Hayward,94544,0,No,No
7799-LGRDP,Female,42,No,0,Lakewood,90713,0,No,Yes
7801-CEDNV,Male,33,Yes,0,Inglewood,90304,10,No,No
7801-KICAO,Female,43,No,0,Pasadena,91103,0,No,Yes
7802-EFKNY,Male,37,Yes,0,Redlands,92374,1,No,
7803-XOCCZ,Female,54,Yes,2,Anza,92539,1,No,No
7808-DVWEP,Male,51,Yes,0,Chico,95926,3,Yes,No
7811-JIVPF,Female,44,No,0,Long Beach,90805,0,Yes,No
7812-FZHPE,Female,31,Yes,2,Bradley,93426,1,No,Yes
7813-TKCVO,Female,23,Yes,0,Oak Park,91377,1,No,No
7813-ZGGAW,Male,68,No,0,Applegate,95703,0,No,Yes
7814-LEEVE,Female,60,Yes,0,Grass Valley,95949,7,No,No
7815-PDTHL,Male,64,No,0,Van Nuys,91401,0,No,No
7816-VGHTO,Female,61,Yes,2,Rio Oso,95674,7,Yes,
7817-BOQPW,Female,32,No,0,Rio Dell,95562,0,Yes,Yes
7817-OMJNA,Male,23,No,0,Mammoth Lakes,93546,0,No,No
7820-ZYGNY,Male,33,No,0,La Puente,91746,0,Yes,Yes
7821-DPRQE,Male,25,Yes,0,Stockton,95207,2,No,Yes
7823-JSOAG,Male,39,No,0,Sonoma,95476,0,No,Yes
7824-PANSQ,Male,52,No,0,Mammoth Lakes,93546,0,No,Yes
7825-ECJRF,Female,43,No,1,Santa Clarita,91350,0,No,No
7825-GKXMW,Female,41,No,0,San Diego,92121,0,Yes,No
7826-VVKWT,Female,69,Yes,1,San Diego,92114,9,Yes,No
7831-QGOXH,Female,27,No,0,Blue Lake,95525,0,Yes,Yes
7833-PKIHD,Male,59,Yes,0,Palm Desert,92260,1,No,No
7838-LAZFO,Male,38,Yes,0,Hanford,93230,6,No,No
7839-NUIAA,Female,27,Yes,1,Davis Creek,96108,1,No,Yes
7839-QRKXN,Female,62,No,0,Glendale,91203,0,Yes,No
7841-FCRQD,Female,27,Yes,0,Walnut,91789,1,Yes,No
7841-TZDMQ,Male,19,No,0,Sun Valley,91352,0,Yes,No
7845-URHJN,Female,24,Yes,0,Hacienda Heights,91745,1,No,No
7850-THJMU,Female,40,Yes,2,Mill Creek,96061,4,No,No
7850-VWJUU,Female,37,No,0,Lakewood,90715,0,No,No
7851-FLGGQ,Male,49,No,0,Wheatland,95692,0,No,
7851-WZEKY,Female,32,No,0,Stockton,95219,0,No,Yes
7852-LECYP,Male,79,Yes,0,Los Angeles,90019,8,No,Yes
7853-GVUDZ,Female,55,Yes,1,Los Angeles,90004,1,Yes,No
7853-OETYL,Female,40,Yes,0,West Covina,91790,2,No,
7853-WNZSY,Male,58,No,0,El Nido,95317,0,No,No
7854-EDSSA,Male,46,No,0,Santa Rosa,95404,0,No,Yes
7854-EKTJL,Female,31,No,5,Salinas,93901,0,Yes,No
7854-FOKSF,Male,54,No,0,Rosamond,93560,0,No,
7855-DIWPO,Female,60,No,0,Sloughhouse,95683,0,No,No
7856-GANIL,Male,71,Yes,0,Irvine,92606,1,Yes,Yes
7858-GTZSP,Female,33,No,0,San Lucas,93954,0,No,Yes
7860-KSUGX,Male,25,Yes,0,Long Beach,90806,1,No,Yes
7860-UXCRM,Male,22,Yes,2,San Gabriel,91775,9,No,No
7861-UVUFT,Female,36,Yes,0,Sloughhouse,95683,1,No,No
7868-BGSZA,Male,30,Yes,0,Riverside,92504,7,No,Yes
7868-TMWMZ,Female,69,Yes,0,Berkeley,94703,2,No,No
7869-ZYDST,Male,33,Yes,0,Hyampom,96046,0,No,Yes
7872-BAAZR,Female,49,Yes,1,Norwalk,90650,10,No,No
7872-RDDLZ,Female,68,No,0,Piercy,95587,0,Yes,Yes
7873-CVMAW,Male,61,No,0,Van Nuys,91405,0,Yes,Yes
7874-ECPQJ,Female,57,No,2,Wofford Heights,93285,0,No,No
7876-AEHIG,Female,48,No,0,Daly City,94015,0,No,
7876-BEUTG,Female,34,No,0,San Bruno,94066,0,No,Yes
7876-DNYAP,Female,29,Yes,2,Washington,95986,7,No,No
7878-JGDKK,Male,38,No,0,Selma,93662,0,Yes,No
7878-RTCZG,Female,55,No,0,Inglewood,90302,0,No,No
7879-CGSFV,Male,19,No,0,Sugarloaf,92386,0,Yes,No
7880-XSOJX,Male,50,No,0,Garden Grove,92840,0,Yes,
7881-EVUAD,Female,49,No,0,Oroville,95966,0,No,
7881-INRLC,Male,34,No,0,San Mateo,94403,0,Yes,Yes
7883-ROJOC,Female,33,Yes,0,Point Reyes Station,94956,0,No,No
7890-VYYWG,Male,67,Yes,0,Sutter,95982,1,No,
7892-POOKP,Female,23,Yes,3,Los Angeles,90010,0,No,Yes
7892-QVYKW,Female,25,Yes,1,El Cajon,92020,10,No,Yes
7893-IXHRQ,Male,53,No,0,Sacramento,95826,0,No,No
7895-VONWT,Female,20,No,0,Manhattan Beach,90266,0,No,
7898-PDWQE,Male,22,Yes,0,Maxwell,95955,2,Yes,Yes
7901-HXJVA,Male,20,No,0,Chico,95928,0,No,No
7901-IIDQV,Male,28,No,0,San Diego,92119,0,Yes,Yes
7901-TBKJX,Male,76,No,0,Twentynine Palms,92278,0,Yes,Yes
7903-CMPEY,Male,78,Yes,0,Corte Madera,94925,1,Yes,Yes
7905-NJMXS,Male,68,Yes,0,Williams,95987,2,No,Yes
7905-TVXTA,Female,63,No,0,Salinas,93907,0,No,No
7908-QCBCA,Female,47,Yes,0,Atwater,95301,1,No,No
7909-FIOIY,Female,21,Yes,1,Santa Clara,95051,4,Yes,
7912-SYRQT,Female,35,No,0,Los Angeles,90042,0,No,Yes
7916-VCCPB,Female,58,Yes,1,Parker Dam,92267,6,Yes,No
7919-ZODZZ,Female,32,Yes,2,Antioch,94509,1,Yes,No
7921-BEPCI,Female,40,No,0,Rocklin,95765,0,No,Yes
7921-LMDFQ,Male,69,No,0,Chula Vista,91910,0,Yes,No
7923-IYJWY,Male,68,No,0,Twain Harte,95383,0,No,Yes
7924-GJZFI,Female,75,Yes,0,Jackson,95642,7,No,No
7925-PNRGI,Female,51,Yes,2,Chula Vista,91914,9,No,Yes
7926-IJOOU,Male,50,No,0,San Francisco,94116,0,No,No
7927-AUXBZ,Female,45,No,0,Sun City,92586,0,No,No
7928-VJYAB,Male,44,Yes,1,Lemoore,93245,9,No,No
7929-DMBCV,Female,45,Yes,0,Arroyo Grande,93420,6,Yes,No
7929-SKFGK,Male,23,Yes,0,Mentone,92359,10,No,Yes
7931-PXHFC,Male,46,No,0,Duarte,91010,0,No,No
7932-WPTDS,Female,77,Yes,0,San Diego,92126,1,Yes,
7938-OUHIO,Male,28,No,0,Mill Valley,94941,0,No,No
7940-UQQUG,Female,42,Yes,2,Thousand Oaks,91360,4,No,Yes
7941-RCJOW,Male,34,No,0,Tehama,96090,0,No,No
7943-RQCHR,Female,34,No,0,Davis,95616,0,Yes,Yes
7945-HLKEA,Female,29,No,0,Half Moon Bay,94019,0,Yes,Yes
7945-PRBVF,Male,47,No,0,Nevada City,95959,0,Yes,No
7950-XWOVN,Male,60,No,0,Oxnard,93035,0,Yes,
7951-QKZPL,Female,21,Yes,0,Saint Helena,94574,1,Yes,Yes
7951-VRDVK,Female,26,No,0,Laguna Hills,92653,0,No,No
7952-OBOYL,Male,24,No,0,Upland,91786,0,No,No
7954-MLBUN,Male,41,No,0,Santa Barbara,93111,0,Yes,No
7956-XQWGU,Male,43,No,0,Long Beach,90803,0,No,No
7957-RYHQD,Female,65,No,0,Bellflower,90706,0,Yes,No
7963-GQRMY,Female,19,Yes,0,Los Angeles,90004,1,No,No
7963-SHNDT,Female,63,No,0,Redwood City,94062,0,No,
7964-VEXDG,Male,61,No,2,Anaheim,92802,0,No,Yes
7964-YESJC,Female,21,Yes,0,Moorpark,93021,6,Yes,Yes
7964-ZRKKG,Male,44,Yes,0,Van Nuys,91411,1,Yes,Yes
7966-YOTQW,Male,29,No,0,Nubieber,96068,0,No,Yes
7967-HYCDE,Male,26,No,0,Spring Valley,91978,0,Yes,No
7968-QUXNS,Male,24,No,0,Dobbins,95935,0,No,No
7969-AULMZ,Female,63,No,0,San Francisco,94104,0,Yes,Yes
7969-FFOWG,Male,30,Yes,0,Littlerock,93543,2,No,No
7971-HLVXI,Male,62,Yes,2,San Bernardino,92404,4,Yes,Yes
7973-DZRKH,Female,20,No,1,Riverside,92507,0,No,Yes
7975-JMZNT,Male,19,Yes,0,Columbia,95310,1,No,Yes
7975-TZMLR,Male,37,No,0,Reedley,93654,0,Yes,Yes
7976-CICYS,Male,49,No,0,Woodland Hills,91367,0,Yes,No
7977-HXJKU,Male,45,No,2,Scotia,95565,0,Yes,No
7978-DKUQH,Female,26,Yes,0,Lake Elsinore,92532,7,No,No
7979-CORPM,Male,40,No,0,Oakdale,95361,0,No,Yes
7980-MHFLQ,Female,42,Yes,3,Independence,93526,5,No,Yes
7982-VCELR,Female,20,No,0,Ramona,92065,0,Yes,No
7989-AWGEH,Male,24,Yes,2,San Luis Obispo,93405,8,Yes,
7989-CHGTL,Male,52,No,0,San Diego,92122,0,Yes,No
7989-VCQOH,Male,29,Yes,1,Auberry,93602,3,No,No
7993-NQLJE,Male,39,Yes,1,Glenn,95943,7,No,No
7993-PYKOF,Male,20,Yes,0,Rio Nido,95471,1,Yes,No
7994-UYIVZ,Male,62,Yes,0,Miramonte,93641,1,No,Yes
7994-XIRTR,Male,79,No,0,Roseville,95747,0,No,No
7995-ZHHNZ,Male,56,Yes,0,Fullerton,92832,1,Yes,Yes
7996-BPXHY,Female,44,Yes,3,San Francisco,94111,5,Yes,Yes
7996-MHXLW,Female,51,No,0,Ocotillo,92259,0,No,Yes
7997-EASSD,Female,56,Yes,0,Redwood City,94061,1,Yes,Yes
7998-WNZEM,Male,51,No,0,San Francisco,94131,0,No,Yes
7998-ZLXWN,Female,21,Yes,0,Larkspur,94939,3,No,No
8000-REIQB,Female,73,No,0,San Diego,92117,0,No,No
8003-EWNDZ,Female,52,No,0,Philo,95466,0,Yes,No
8006-PYCSW,Female,60,No,0,Los Angeles,90040,0,Yes,No
8007-YYPWD,Female,52,No,0,Homeland,92548,0,No,Yes
8008-ESFLK,Female,43,Yes,0,Capitola,95010,1,No,No
8008-HAWED,Male,38,No,0,Los Angeles,90027,0,No,
8008-OTEZX,Female,30,Yes,2,Villa Park,92861,1,Yes,No
8010-EZLOU,Male,75,No,0,San Marino,91108,0,No,Yes
8012-SOUDQ,Female,65,No,0,Los Angeles,90059,0,Yes,Yes
8015-IHCGW,Female,53,Yes,1,Garden Grove,92844,1,No,Yes
8016-NCFVO,Male,70,No,0,Glendale,91203,0,Yes,Yes
8016-ZMGMO,Female,73,Yes,0,Colusa,95932,0,Yes,Yes
8017-LXHFA,Female,77,No,0,San Diego,92130,0,No,No
8017-UVSZU,Female,62,Yes,0,Calabasas,91302,5,Yes,Yes
8019-ENHXU,Male,50,Yes,0,Oakland,94601,1,No,Yes
8020-BWHYL,Female,70,No,0,Montrose,91020,0,No,No
8022-BECSI,Male,62,No,0,Santa Ysabel,92070,0,No,No
8023-QHAIO,Female,72,Yes,0,Corona,92882,7,Yes,Yes
8024-XNAFQ,Female,66,No,0,Isleton,95641,0,No,Yes
8028-PNXHQ,Male,40,Yes,0,Downey,90242,4,Yes,Yes
8029-XYPWT,Male,72,Yes,0,Anaheim,92806,1,Yes,Yes
8033-ATFAS,Female,32,Yes,2,San Mateo,94404,4,No,No
8033-VCZGH,Male,27,Yes,0,Tracy,95376,0,No,Yes
8034-RYTVV,Female,19,No,0,Rancho Santa Margarita,92688,0,No,Yes
8035-BUYVG,Male,39,Yes,0,Running Springs,92382,1,Yes,
8035-PWSEV,Female,60,No,0,Hayward,94542,0,Yes,No
8039-ACLPL,Female,29,Yes,0,Mather,95655,6,No,No
8039-EQPIM,Male,22,Yes,0,Spring Valley,91977,7,No,
8040-MNRTF,Female,47,No,0,Taft,93268,0,Yes,No
8041-TMEID,Male,73,Yes,0,Corning,96021,1,No,Yes
8042-JVNFH,Male,23,No,0,Olancha,93549,0,Yes,No
8042-RNLKO,Male,40,No,0,Watsonville,95076,0,No,Yes
8043-PNYSD,Male,48,Yes,2,Lakehead,96051,4,No,No
8044-BGWPI,Male,50,Yes,2,Ontario,91764,8,No,No
8046-DNVTL,Male,56,Yes,0,Weott,95571,8,Yes,
8048-DSDFQ,Male,63,No,0,Midway City,92655,0,Yes,No
8049-WJCLQ,Male,50,Yes,2,Ducor,93218,5,Yes,No
8050-DVOJX,Male,67,No,0,Keeler,93530,0,Yes,Yes
8050-WYBND,Female,55,No,2,Whittier,90606,0,No,
8050-XGRVL,Female,22,Yes,3,Millville,96062,5,Yes,No
8051-HJRLT,Female,72,No,0,Wrightwood,92397,0,No,No
8053-WWDRO,Female,62,Yes,0,San Diego,92109,1,Yes,No
8058-DMYRU,Male,69,No,0,Glendale,91208,0,Yes,Yes
8058-INTPH,Female,57,No,0,San Diego,92109,0,Yes,No
8058-JMEQO,Female,76,No,0,San Diego,92121,0,Yes,Yes
8059-UDZFY,Female,73,No,2,Lucerne,95458,0,Yes,Yes
8060-HIWJJ,Male,35,No,0,Lincoln,95648,0,Yes,Yes
8062-YBDOE,Male,70,No,0,Canyon Country,91351,0,No,No
8063-GBATB,Female,74,No,0,Cobb,95426,0,No,Yes
8063-RJYNF,Male,27,No,0,Richmond,94804,0,No,No
8064-RAVOH,Male,44,No,3,Oxnard,93030,0,No,No
8065-BVEPF,Male,80,No,0,Yorkville,95494,0,No,No
8065-QBYTO,Female,68,No,0,Pomona,91768,0,Yes,Yes
8065-YKXKD,Female,39,No,0,San Diego,92126,0,Yes,Yes
8066-POXGX,Female,28,No,0,Fresno,93720,0,Yes,
8067-NIOYM,Female,51,Yes,3,Irvine,92602,9,No,No
8069-RHUXK,Female,55,Yes,0,Fullerton,92832,5,Yes,
8069-YQQAJ,Male,63,No,0,Studio City,91604,0,No,
8070-AAWZP,Male,68,Yes,0,Sheridan,95681,3,No,
8071-SBTRN,Female,63,No,0,Canoga Park,91304,0,Yes,Yes
8073-IJDCM,Female,44,No,0,Rescue,95672,0,No,No
8075-GXIUB,Male,79,Yes,0,Spring Valley,91978,3,No,No
8076-FEZKJ,Male,58,No,0,Silverado,92676,0,No,No
8079-XRJRS,Male,39,Yes,0,Pleasant Grove,95668,5,No,Yes
8080-DDEMJ,Male,71,No,0,Glendale,91204,0,No,No
8080-POTJR,Female,59,No,0,Rancho Palos Verdes,90275,0,Yes,Yes
8082-GHXOP,Male,20,No,1,Esparto,95627,0,No,No
8083-YTZES,Male,52,No,0,San Diego,92113,0,No,Yes
8084-OIVBS,Female,31,No,0,Clarksburg,95612,0,No,No
8085-MSNLK,Female,21,Yes,0,San Jose,95124,3,No,Yes
8086-OVPWV,Male,58,No,0,San Diego,92117,0,Yes,No
8087-LGYHQ,Male,40,No,0,Crestline,92325,0,Yes,No
8089-UZWLX,Female,75,No,0,El Nido,95317,0,No,Yes
8091-TTVAX,Male,39,Yes,0,Los Angeles,90014,7,No,Yes
8092-NLTGF,Male,25,No,0,Reseda,91335,0,Yes,Yes
8095-WANWK,Female,46,No,0,Kettleman City,93239,0,Yes,No
8096-LOIST,Female,57,No,0,Stirling City,95978,0,No,No
8097-OMULG,Male,63,Yes,2,San Jose,95116,1,No,No
8097-VBQTZ,Male,61,No,0,Anaheim,92806,0,Yes,No
8098-LLAZX,Female,74,No,0,San Diego,92122,0,Yes,Yes
8098-TDCBU,Female,55,Yes,0,North Fork,93643,9,No,Yes
8099-MZPUJ,Male,49,Yes,2,Carmel,93923,10,Yes,Yes
8100-HZZLJ,Female,26,No,1,Indio,92201,0,No,No
8100-PNJMH,Male,39,Yes,0,Glennville,93226,2,No,Yes
8104-OSKWT,Female,61,No,0,Anaheim,92804,0,No,Yes
8106-GWQOK,Male,47,Yes,0,Warner Springs,92086,5,Yes,
8107-KNCIM,Male,73,Yes,0,San Francisco,94111,8,No,Yes
8107-RZLNV,Male,22,Yes,0,South Gate,90280,10,Yes,Yes
8108-UXRQN,Female,23,Yes,1,Lawndale,90260,1,Yes,
8109-YUOHE,Male,58,No,0,Porter Ranch,91326,0,No,No
8111-BKVDS,Female,31,No,0,Escondido,92027,0,No,
8111-RKSPX,Male,20,No,0,Santa Rosa,95401,0,No,Yes
8111-SLLHI,Male,65,Yes,0,San Jose,95128,1,No,Yes
8118-LSUEL,Male,74,No,0,Roseville,95678,0,Yes,Yes
8118-TJAFG,Male,33,Yes,1,Gardena,90247,1,Yes,No
8120-JDCAM,Male,42,Yes,1,Vallejo,94589,1,Yes,No
8123-QBNAZ,Female,39,Yes,1,Scott Bar,96085,4,No,Yes
8124-NZVGJ,Female,29,No,0,Baker,92309,0,No,
8125-QPFJD,Female,36,Yes,0,Greenview,96037,7,No,Yes
8128-YVJRG,Female,61,No,0,Berkeley,94709,0,No,Yes
8129-GMVGI,Female,58,Yes,3,San Bruno,94066,10,No,No
8132-YPVBX,Female,28,No,0,Salinas,93907,0,No,No
8133-ANHHJ,Female,77,No,0,Ventura,93003,0,Yes,Yes
8138-EALND,Male,35,No,0,Laguna Hills,92653,0,No,No
8143-ETQTI,Female,24,Yes,3,Bakersfield,93313,9,Yes,No
8144-DGHXP,Female,46,No,0,Gridley,95948,0,Yes,No
8146-QQKZH,Female,25,Yes,0,El Sobrante,94803,4,No,No
8148-BPLZQ,Male,34,No,0,Jacumba,91934,0,No,No
8148-NLEGT,Female,47,Yes,3,Pinecrest,95364,1,No,Yes
8148-WOCMK,Male,54,Yes,3,Castaic,91384,1,Yes,No
8149-AIQCG,Male,43,No,0,Redondo Beach,90278,0,Yes,Yes
8149-RSOUN,Female,49,No,0,Dorris,96023,0,No,Yes
8150-QUDFX,Male,27,No,0,Rohnert Park,94928,0,No,No
8152-UOBNY,Female,66,No,0,Mineral,96063,0,No,Yes
8152-VETUR,Female,26,Yes,0,Bishop,93514,7,No,Yes
8155-IBNHG,Female,55,Yes,0,San Diego,92103,1,Yes,Yes
8158-WPEZG,Male,20,No,0,Los Angeles,90061,0,Yes,
8160-HOWOX,Female,30,No,0,San Bernardino,92407,0,No,No
8161-QYMTT,Male,55,No,0,Santa Maria,93454,0,Yes,Yes
8164-OCKUJ,Female,45,Yes,2,Magalia,95954,1,Yes,No
8165-CBKXO,Male,35,Yes,3,Los Angeles,90022,4,No,
8165-ZJRNM,Female,62,Yes,1,Pittsburg,94565,7,Yes,Yes
8166-ORCHU,Male,73,Yes,0,Oakland,94605,10,No,No
8166-ZZTFS,Female,74,Yes,0,Roseville,95661,1,Yes,Yes
8167-GJLRN,Male,19,No,0,La Crescenta,91214,0,Yes,
8168-UQWWF,Female,48,No,2,Los Angeles,90042,0,Yes,Yes
8169-SAEJD,Male,79,Yes,0,Lancaster,93535,10,No,
8173-RXAYP,Female,51,Yes,1,Mcarthur,96056,8,No,No
8174-LNWMW,Female,52,No,0,Tustin,92782,0,Yes,No
8174-TBVCF,Female,30,Yes,0,Stanton,90680,7,Yes,Yes
8178-EYZUO,Male,48,No,0,San Francisco,94105,0,No,Yes
